0|1|2|3|4|5|6|7|8|source_page|9|10|council|province|district|constituency
|"Support
quarterly NHCs
meetings"|District|GRZ/Donor|9,200|10,017|10,619|11,501|12,141|111|53,478||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Procure
bicycles for
NHCs"|District|GRZ/Donor|-|-|-|-|-|111|-||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Monitoring of
NHCs functions"|Facility|GRZ/Donor|40,250|43,826|46,458|50,318|53,115|111|233,967||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme Total||||1,497,875|1,630,940|1,728,904|1,872,553|1,976,630|111|8,706,902.13||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Strategy|Increase access to quality health care||||||||111|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||Implementing|Source of|cost per year|||||111|Total||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Activities|Agency|Funds|Year 1|Year 2|Year 3|Year 4|Year 5|111|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||111|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Infrastructure
Development"|"Construction of
Health Posts"|"LA, Cooperating
Partners"|"GRZ,
Cooperating
Partners"|1,725,000|1,878,242|1,991,060|2,156,491|2,276,350|111|10,027,143||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Upgrading of
Health
Facilities"|MOH|GRZ|-|-|-|-|-|111|-||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Construction of
the District
Hospital"|MOH|"GRZ,
Cooperating
Partners"|||19,910,599|-|-|112|19,910,599||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Construction of
staff houses"|"LA, Cooperating
Partners"|"GRZ,
Cooperating
Partners"|3,450,000|1,252,161|2,000,000|1,437,661|3,035,133|112|11,174,955||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Incinerator
Construction"|"MOH, LA,
Cooperating
Partners"|"GRZ,
Cooperating
Partners"|115,000|125,216|132,737|143,766|151,757|112|668,476||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Purchase of
Ambulance"|||Mpanshya||1,000,000|||112|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"First Aid
Promotion"|"Training of
Health care
workers/
drivers/CBVs in
First Aid
Promotion"|District|GRZ/Donor|172,500|187,824|199,106|215,649|227,635|112|1,002,714||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||112|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme Total||||8,107,500|4,695,604|26,560,876|5,391,229|7,208,441|112|50,963,649||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Objective|To provide improved access to clean water and sanitation by 2034||||||||112|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Strategy|Improve access to clean and safe water sources||||||||112|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||Implementing|Source of|cost per year|||||112|Total||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Activities|Agency|Funds|Year 1|Year 2|Year 3|Year 4|Year 5|112|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||112|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Policy and
coordination"|"Senstization on
management of
water points"|LA / DWRD|"GRZ
PARTNERS"|39,675.00|43,199.55|45,794.38|49,599.30|52,356.04|112|230,624.28||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Drilling of
Boreholes"|LA / DWRD|"GRZ
PARTNERS"|1,169,984.70|1,273,921.05|1,350,440.39|1,462,644.62|1,543,938.73|113|6,800,929.50||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Develop a water
pipe network
system in
Rufunsa
Township"|LA / DWRD|"GRZ
PARTNERS"|-|294,257.84|311,932.73|337,850.32|356,628.12|113|1,300,669.00||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Construction of
piped water
schemes at
public
institutions (
schools, health
centers, markets
and bus
stations)"|LA / DWRD|"GRZ
PARTNERS"|250,000.00|700,000.00|1,000,000.00|1,500,000.00|2,000,000.00|113|5,450,000.00||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Rehabilitation
of Boreholes"|LA / DWRD|"GRZ
PARTNERS"|300,000.00|329,700.00|362,340.30|398,211.99|437,634.98|113|1,827,887.27||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Construction of
water kiosks
and netwrok
extension"|LA / DWRD||300,000|329700|362340.3|398211.9897|437634.9767|113|1,827,887.27||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Maintenance of
water points"|"Procurement of
tool kits for
Indian Mark II"|LA / PARTNERS|"GRZ
PARTNERS"|83,605.00|91,032.10|96,500.04|104,517.95|110,327.08|113|485,982.18||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Water resources
assessment and
quantification"|"Conduct field
appraisals for
rehabilitation of
broken down
boreholes"|LA / PARTNERS|"GRZ
PARTNERS"|17,077.50|18,594.59|19,711.49|21,349.27|22,535.86|113|99,268.71||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Conduct water
quality
monitoring for
existing water
points in the
District"|"LA / DWRD /
DHO"|"GRZ
PARTNERS"|40,089.00|43,650.33|46,272.23|50,116.86|52,902.37|114|233,030.79||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Training &
Capacity
Building"|"Train and re-
orient V-Washe
committee
members"|"LA / DWRD/
PARTNERS"|"GRZ
PARTNERS"|56,580.00|61,606.32|65,306.77|70,732.92|74,664.27|114|328,890.28||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
StrategyTotal||||2,257,011.20|3,240,631.66|7,576,389.86|4,393,235.22|5,088,622.43|114|22,555,890.37||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Strategy|Increase access to improved sanitation services||||||||114|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||114|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Sanitation
infrastructure
development"|"Construction of
waterborne
sanitation
facilities"|||250,000|274,750.00|301,950.25|331,843.32|364,695.81|114|1,523,239.39||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Upgrading of
pit latrines to
water borne
sanitation at
public
institutions"|||||250,000.00|274,750.00|301,950.25|114|826,700.25||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Sanitation and
Personal
Hygiene
Promotion"|"CLTS
Community
meetings"|"LA / DWRD/
PARTNERS"|"GRZ
PARTNERS"|79,350.00|86,399.11|91,588.76|99,198.61|104,712.09|114|461,248.56||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"backstopping
visits to
sensitized
triggered
villages"|"LA / DWRD/
PARTNERS"|"GRZ
PARTNERS"|46,000.00|50,086.44|53,094.93|57,506.44|60,702.66|114|267,390.47||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Objective|To Reduce Poverty and Inequalities Levels by 2034||||||||115|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Strategy|Enhance welfare and livelyhoods of poor and vulnerable people.||||||||115|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Activities|Implementing|Source of|cost per year|||||115|Total||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||Agency|Funds|Year 1|Year 2|Year 3|Year 4|Year 5|115|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||115|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Social Cash
Transfer"|"Awareness
raising (Wards)"|Social Welfare|GRZ|46,000.00|50,086.44|53,094.93|57,506.44|60,702.66|115|267,390.47||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Disability
Certification"|Social Welfare|GRZ|46,000.00|50,086.44|53,094.93|57,506.44|60,702.66|115|267,390.47||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"listing of
potential
beneficiries"|Social Welfare|GRZ|69,000.00|75,129.66|79,642.40|86,259.66|91,053.99|115|401,085.70||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"first community
validation"|Social Welfare|GRZ|46,000.00|50,086.44|53,094.93|57,506.44|60,702.66|115|267,390.47||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|enumeration|Social Welfare|GRZ|184,000.00|200,345.76|212,379.73|230,025.75|242,810.63|115|1,069,561.87||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Second
community
validation"|Social Welfare|GRZ|46,000.00|50,086.44|53,094.93|57,506.44|60,702.66|115|267,390.47||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"paymets of cash
transfers to
beneficiaries"|Social Welfare|GRZ|18,594.59|19,711.49|21,349.27|22,535.86|22,646,947.84|115|22,729,139.05||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Other
Admnistrative
Costs"|||1,150,000.00|1,252,161.00|1,327,373.30|1,437,660.95|1,517,566.46|115|6,684,761.71||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Collection Of
GRM
Complaint
Forms (CWAC
areas)"|Social Welfare|GRZ|69,000.00|75,129.66|79,642.40|86,259.66|91,053.99|115|401,085.70||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||115|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||115|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme Total|||||||||115|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||115|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||||1,674,594.59|1,822,823.33|1,932,766.82|2,092,767.63|24,832,243.55|115|32,355,195.92||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Health care
support"|Social Welfare|GRZ|34,500.00|37,564.83|39,821.20|43,129.83|45,526.99|116|200,542.85||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Repatriation of
stranded
peresons"|Social Welfare|GRZ|34,500.00|37,564.83|39,821.20|43,129.83|45,526.99|116|200,542.85||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Primary and
secondary
education
support"|Social Welfare|GRZ|115,000.00|125,216.10|132,737.33|143,766.10|151,756.65|116|668,476.17||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"community
vulnarable
support"|Social Welfare|GRZ|172,500.00|187,824.15|199,105.99|215,649.14|227,634.97|116|1,002,714.26||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme Total|||||||||116|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||116|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||||402,500.00|438,256.35|464,580.65|503,181.33|531,148.26|116|2,339,666.60||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Women and
youth
empowerment"|"Training of
Grievance
redress
mechanism
Focal Persons"|"Community
Development"|GRZ|17,250.00|18,782.42|19,910.60|21,564.91|22,763.50|116|100,271.43||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Grievance
redress
mechanism
sensitization"|"Community
Development"|GRZ|23,000.00|25,043.22|26,547.47|28,753.22|30,351.33|116|133,695.23||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Training of
women in
entrepreneurshi
p skills and
provision of
grants for
women Clubs"|"Community
Development"|GRZ|17,250.00|18,782.42|19,910.60|21,564.91|22,763.50|117|100,271.43||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme Total|||||||||117|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||117|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||||86,250.00|93,912.08|99,553.00|107,824.57|113,817.48|117|501,357.13||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Community
Self-help
programs"|"Community
sensitization on
community
self-projects"|"Community
Development"|GRZ|11,500.00|12,521.61|13,273.73|14,376.61|15,175.66|117|66,847.62||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Non formal
education"|"Refresher
course for adult
literacy
instructors"|"Community
Development"|GRZ|11,500.00|12,521.61|13,273.73|14,376.61|15,175.66|117|66,847.62||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Revamping and
formation of
literacy classes"|"Community
Development"|GRZ|11,500.00|12,521.61|13,273.73|14,376.61|15,175.66|117|66,847.62||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Procure
Teaching
material"|"Community
Development"|GRZ|11,500.00|12,521.61|13,273.73|14,376.61|15,175.66|117|66,847.62||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||||46,000.00|50,086.44|53,094.93|57,506.44|60,702.66|117|267,390.47||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Food Security
Pack"|"Provision of
food security
Pack"|"Community
Development"|GRZ|24,150.00|26,295.38|27,874.84|30,190.88|31,868.90|117|140,380.00||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"community
selection and
allocation of
caseloads"|"Community
Development"|GRZ|-|-|-|-|-|118|-||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"targeting
beneficiary
households for
support,
Listing,
Community
validation, Self-
registration and
Lottery"|"Community
Development"|GRZ|23,000.00|25,043.22|26,547.47|28,753.22|30,351.33|118|133,695.23||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Training of
Vulnerable but
Viable farmers
into farming
methods"|"Community
Development"|GRZ|11,500.00|12,521.61|13,273.73|14,376.61|15,175.66|118|66,847.62||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Distribution of
Inputs"|"Community
Development"|GRZ|23,000.00|25,043.22|26,547.47|28,753.22|30,351.33|118|133,695.23||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Monitoring of
crop
performance"|"Community
Development"|GRZ|18,594.59|19,711.49|21,349.27|22,535.86|12,140.53|118|94,331.74||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Conduct
Harvest
projection"|"Community
Development"|GRZ|9,200.00|10,017.29|10,618.99|11,501.29|12,140.53|118|53,478.09||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Collection of
Recoveries"|"Community
Development"|GRZ|9,200.00|10,017.29|10,618.99|11,501.29|12,140.53|118|53,478.09||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme Total|||||||||118|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||118|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||||124,394.59|134,910.31|143,467.61|154,800.67|151,756.65|118|709,329.82||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Empoweremnet
Loans"|Local Authority|CDF|3,369,270.00|3,668,581.30|3,888,938.29|4,212,059.05|4,446,166.22|119|19,585,014.87||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Secondary
School
Boarding
busaries and
Skills
Development"|Local Authority|CDF|5,615,450.00|6,114,302.16|6,481,563.82|7,020,098.42|7,410,277.04|119|32,641,691.44||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|||||||||119|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||119|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Total||||11,230,900.0|12,228,604.3||||119|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|65,283,382.89|||0|3|12,963,127.64|14,040,196.84|14,820,554.08|119|65,283,382.89||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Strategy|Increase access to electricity in rural areas||||||||119|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||119|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Rural
Electrification"|"Electrification
of unserved
communities
and public
institutions"|LA/REA|CDF||1,000,000.00|1,099,000.00|1,207,801.00|1,327,373.30|119|4,634,174.30||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"GOAL
TOTAL"||||"41,525,625.3
8"|"42,534,490.9
9"|67,826,517.10|47,268,558.80|78,149,656.01|119|280,939,022.59||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Objective|Increased adaptive Capacity to Climate Change by 2034||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Strategy|Strengthen Climate Change Adaptition||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Activities|Location|Target|Target|Target|Target|Target|Responsible|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||(by|Year 1|Year 2|Year 3|Year 4|Year 5|Agency|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||priority)|||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Community|"Conduct sensitisation and
awareness meetings"|District|12|12|12|12|12|Forestry|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
education and|||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
awareness|||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Sustainable|"Conduct general forest
patrols"|District|16|16|16|16|16|Forestry|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Forest|||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Management|"Conduct beekeeping
trainings"|District|1|1|1|1|1|Forestry|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Raise ad plant nursery
seedlings"|District|50,000|50,000|50,000|50,000|50,000|Forestry|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Sustainable|"Preparation of Game
Management Plans"|District|1|1|1|||GRZ/BCP|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Wildlife|||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Management|||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Maintenance of Animal
Corridors in Chipeketi"|District|1|1|1|1|1|GRZ/BCP|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|Bio-diversty monitoring|District|4|4|4|4|4|GRZ/BCP|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
climate Change|"sensitisation and trainings
on diverse food systems"|District|2|2|2|2|2|LA/HIVOs|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Adaptation|||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Trainings on Food
Preservation"|District|4|4|4|4|4|LA/HIVOs|120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Strategy|Enhance natural resource management||||||||120|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Parks and|||||||||121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Gardens|||||||||121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|Tree Planting|District|400|400|400|400|400|LA/Forestry|121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Maintaenance of open
spaces"|District|1|3|3|3|3|LA|121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Environmental|"Conduct enforcement of
environmental regulations"|District|10|10|10|10|10|LA|121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Regulations|||||||||121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Environmental and Social
Impact Assessments"|District|12|12|12|12|12|LA|121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Environmental|Mapping of Heritage sites|District|1|2|0|0|1|LA|121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Protection|||||||||121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|"Environmental education
and awareness raising"|District|12|12|12|12|12|LA|121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Objective|To enhance Solid Waste Management System in the District by 2034||||||||121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Strategy|Provision of infrastructure and equipment||||||||121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Activities|Location|Target|Target|Target|Target|Target|Responsible|121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||(by|Year 1|Year 2|Year 3|Year 4|Year 5|agency/|121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||priority)|||||||121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Preparation of a|"Preparation of Solid waste
management plan"|"Rufunsa
District"|1|-|-|-|-|LA|121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
district solid|||||||||121|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
